"water_point_id","quality_issues_other","has_quality_issues","water_point_photo","latitude","current_problem","unavailable_period","has_water_committee","service_provider_type","households_count","submitted_date","problem_other_details","has_seasonal_variation","longitude","functional_status","quality_issues_type","has_service_provider"
"412051595","","No","https://api.mwater.co/v3/images/0e7e195bba2a468db6c670382683acc8","-13.690760400000002","","","Yes ","Unofficial/ Bush Mechanic","30","2022-08-24 10:12:41","","No","34.9380484","Functional","","Yes"
"412051674","","No","https://api.mwater.co/v3/images/4f777b857b1c4f878bcf511531a4212f","-13.692118399999998","","","Yes ","Unofficial/ Bush Mechanic","22","2022-08-24 10:14:54","","No","34.95898029999999","Functional","","Yes"
"408979964","","No","https://api.mwater.co/v3/images/9c88803cb0c840f89c06ae12d8671347","-14.844712839999998","","","Yes ","Water Point Committee","65","2022-08-24 10:16:00","","No","35.24396813999999","Functional","","Yes"
"382607095","","Yes","https://api.mwater.co/v3/images/ffaf3add694048c196aa8820e62950e9","-14.361074","","","No","","30","2022-08-24 10:17:27","","Don't know","35.2971498","Functional","Odor or Smell","No"
"408979971","","No","https://api.mwater.co/v3/images/16a009762aa4478283aa222dab041a0f","-14.84522448","","","Yes ","Water Point Committee","45","2022-08-24 10:23:03","","No","35.24478428999999","Functional","","Yes"
"128169456","","No","https://api.mwater.co/v3/images/e352d61887f741edbdf18cb743d35110","-14.85154482","Worn out parts","","No","Unofficial/ Bush Mechanic","12","2022-08-24 10:27:19","","Don't know","35.23989359","Partially functional but in need of repair","","Yes"
"33907864","","No","https://api.mwater.co/v3/images/a1e3b17a36b84952b6e6e1847c0fa3c6","-13.706283899999999","Worn out parts","","Yes ","Area or Water Mechanic, Water Point Committee","35","2022-08-24 10:34:45","","No","34.88788129999999","Partially functional but in need of repair","","Yes"
"408979988","","No","https://api.mwater.co/v3/images/6fab6153a4684bb6a2aaa82604e9c172","-14.847301910000002","Structural problems - Civil works, apron, etc, Worn out parts, Broken parts","","Yes ","Water Point Committee","30","2022-08-24 10:37:15","","No","35.24255193999999","Partially functional but in need of repair","","Yes"
"128169463","","No","https://api.mwater.co/v3/images/a0b56b0ac8e9458bb72f49b2c0690bca","-14.850584099999999","Worn out parts","","No","Unofficial/ Bush Mechanic, Private contractor or operator","22","2022-08-24 10:37:40","","Don't know","35.23965785","Partially functional but in need of repair","","Yes"
"34593666","","No","https://api.mwater.co/v3/images/f4bd9e6e9bac442bb607cc95f911229d","-13.604244799999998","","","Yes ","Area or Water Mechanic","19","2022-08-24 10:44:04","","No","34.8858678","Functional","","Yes"
"37245131","","No","https://api.mwater.co/v3/images/92e98377025f49a1a6bc53c5e60cfaaf","-14.847883","","","Yes ","Water Point Committee, Area or Water Mechanic","26","2022-08-24 10:46:26","","No","35.24118472999999","Functional","","Yes"
"34900820","","No","https://api.mwater.co/v3/images/b8804192fa73408db2780861e229ef7d","-13.7038843","Worn out parts","","Yes ","Area or Water Mechanic","24","2022-08-24 10:51:45","","No","34.88430689999999","Partially functional but in need of repair","","Yes"
"128169470","","No","https://api.mwater.co/v3/images/0fc106f4dc4b4229b77be49aba58069a","-14.849903129999998","Irregular supply, Low water flow - Low water pressure, Low yield","","No","Area or Water Mechanic","14","2022-08-24 10:52:13","","Don't know","35.23942424","Partially functional but in need of repair","","Yes"
"42841876","","No","https://api.mwater.co/v3/images/fe357467266448639fe47e25e55c2375","-14.815713000000002","Worn out parts","","Yes ","Community members, Water Point Committee","38","2022-08-24 10:55:46","","No","35.0976126","Partially functional but in need of repair","","Yes"
"408980003","","No","https://api.mwater.co/v3/images/5c89050c1a7f4c6ea2d88ba282fe9286","-14.846512030000001","","","No","Community members","15","2022-08-24 10:58:13","","No","35.24526447","Functional","","Yes"
"128169487","","No","https://api.mwater.co/v3/images/5ea13956493b4653bfc7295aa10c34be","-14.84883099","","","No","Private contractor or operator","15","2022-08-24 11:02:26","","Don't know","35.24026107","Functional","","Yes"
"88599135","","Yes","https://api.mwater.co/v3/images/fcc90ff5c22e4c93a2b87967414b0658","-14.368258700000002","Irregular supply, Structural problems - Civil works, apron, etc","10","Yes ","Unofficial/ Bush Mechanic, Water Point Committee, Community members","35","2022-08-24 11:05:37","","Yes","35.3000927","Partially functional but in need of repair","Salinity or salty water","Yes"
"408980010","","Yes","https://api.mwater.co/v3/images/f0fc8b4584e8418892431868b222995a","-14.847699860000002","","","Yes ","Water Point Committee","30","2022-08-24 11:06:47","","No","35.243872589999995","Functional","Salinity or salty water","Yes"
"408980027","","No","https://api.mwater.co/v3/images/afb8abc21a644c5bbfada13b67c7409a","-14.851499209999997","","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic","30","2022-08-24 11:16:39","","No","35.24362619","Functional","","Yes"
"356169255","","No","https://api.mwater.co/v3/images/3a19a96f2ead41f58e059611be6fba0c","-14.3737372","Structural problems - Civil works, apron, etc, Irregular supply, Low water flow - Low water pressure","10, 11","Yes ","Community members, Water Point Committee, Local Government","25","2022-08-24 11:21:33","","Yes","35.3029038","Partially functional but in need of repair","","Yes"
"408979933","","No","https://api.mwater.co/v3/images/13d97ea5068445cebee9bac542ab736f","-14.846431879999997","","","Yes ","Water Point Committee","17","2022-08-24 11:28:27","","No","35.23987121","Functional","","Yes"
"128169494","","Yes","https://api.mwater.co/v3/images/defbb781b2dd44c48664ad3d6eb6c3b3","-14.850214","Worn out parts","","Yes ","Unofficial/ Bush Mechanic","30","2022-08-24 11:32:56","","Don't know","35.23698035","Partially functional but in need of repair","Colour","Yes"
"128169504","","Yes","https://api.mwater.co/v3/images/e51addc6ea0c4e88aa17f93864f325a1","-14.84965615","Irregular supply, Low yield, Low water flow - Low water pressure","","Yes ","Unofficial/ Bush Mechanic","18","2022-08-24 11:46:59","","Don't know","35.23614511","Partially functional but in need of repair","Colour","Yes"
"37245083","","No","https://api.mwater.co/v3/images/6e04a4cb7714430e981cb6539a41e5ab","-14.848711430000002","","","Yes ","Area or Water Mechanic","48","2022-08-24 11:51:55","","No","35.23535085999999","Functional","","Yes"
"128169511","","No","https://api.mwater.co/v3/images/f7ba6f364d5343f3bd950575b53a88d1","-14.8495169","Worn out parts, Irregular supply, Low water flow - Low water pressure, Low yield","","Yes ","Unofficial/ Bush Mechanic","30","2022-08-24 11:55:15","","Don't know","35.23508575999999","Partially functional but in need of repair","","Yes"
"8724959","","No","https://api.mwater.co/v3/images/91f434ed462e40968103a08ec3384e8c","-13.629903199999998","","","Yes ","Area or Water Mechanic","116","2022-08-24 12:02:37","","No","34.9029291","Functional","","Yes"
"8724928","","","https://api.mwater.co/v3/images/c57c5f12efb4450d9f54529caaeed071","-13.622878199999997","","","Yes ","Area or Water Mechanic","","2022-08-24 12:03:33","","","34.9005905","No longer exists or abandoned","","Yes"
"8724911","","No","https://api.mwater.co/v3/images/f2751686872b4f20a1fedcd40f788ea6","-13.624283199999997","","","Yes ","Area or Water Mechanic","83","2022-08-24 12:05:09","","No","34.900024","Functional","","Yes"
"408980034","","No","https://api.mwater.co/v3/images/06e5524f606e47129492c740b97cef16","-14.85090021","","","Yes ","Water Point Committee","20","2022-08-24 12:10:02","","No","35.23421382","Functional","","Yes"
"128169528","","No","https://api.mwater.co/v3/images/f15f1dbeb43c483e973b7420d3695a07","-14.850030239999997","","","Yes ","Unofficial/ Bush Mechanic","24","2022-08-24 12:10:11","","Don't know","35.2345916","Functional","","Yes"
"8724894","","No","https://api.mwater.co/v3/images/f3270358485c4e3489be9dffa225d781","-13.625126699999997","","","Yes ","Area or Water Mechanic","40","2022-08-24 12:45:13","","No","34.9166309","Functional","","Yes"
"13652012","","No","https://api.mwater.co/v3/images/d52f72a3c791402cb0cc424a416f008c","-13.632239999999996","Broken parts","","Yes ","Area or Water Mechanic","92","2022-08-24 13:16:55","","No","34.9250768","Partially functional but in need of repair","","Yes"
"390579421","","No","https://api.mwater.co/v3/images/bb27990f752a444bafc0f44bd0ef959d","-14.813563099999998","","","No","Community members, Area or Water Mechanic","38","2022-08-24 13:18:18","","No","35.136015","Functional","","Yes"
"390663713","","Yes","https://api.mwater.co/v3/images/1bd666baf6054e16b4a356e119e015eb","-14.810323599999997","","","Yes ","Community members, Unofficial/ Bush Mechanic, Water Point Committee","52","2022-08-24 13:18:51","","No","35.131360799999996","Functional","Sediment presence","Yes"
"98622971","","No","https://api.mwater.co/v3/images/2433bf48ed894d3cafcbb016f6d00f58","-14.809506499999996","Worn out parts","","Yes ","Community members, Unofficial/ Bush Mechanic, Water Point Committee","30","2022-08-24 13:19:45","","No","35.134352099999994","Partially functional but in need of repair","","Yes"
"390722645","","","https://api.mwater.co/v3/images/fdc524aae942424e830edc18fc7d6598","-14.822348199999997","","","No","","","2022-08-24 13:20:29","","","35.1162745","No longer exists or abandoned","","No"
"47205680","","No","https://api.mwater.co/v3/images/0f3d6a4ba5224033a5671342e6b307ac","-14.8162378","Worn out parts","","Yes ","Community members, Water Point Committee","28","2022-08-24 13:20:51","","No","35.1212597","Partially functional but in need of repair","","Yes"
"42842004","","No","https://api.mwater.co/v3/images/2bc7752cc1ab4ee0ae2497aabb5cdb2e","-14.8244447","Worn out parts","","Yes ","Community members, Unofficial/ Bush Mechanic, Water Point Committee","40","2022-08-24 13:21:21","","No","35.10347","Partially functional but in need of repair","","Yes"
"390753441","","No","https://api.mwater.co/v3/images/a883f2e4458a49c7824df5167de2138c","-14.822679499999994","","","Yes ","Community members, Water Point Committee","20","2022-08-24 13:21:48","","Don't know","35.1013984","Functional","","Yes"
"17576121","","No","https://api.mwater.co/v3/images/157da2c88ccb496e8e73f972029fb910","-14.8173272","Broken parts, Worn out parts, Other (please specify)","","Yes ","Community members, Water Point Committee","32","2022-08-24 13:22:19","Low yield in months of October and November","No","35.1002548","Partially functional but in need of repair","","Yes"
"23755338","","No","https://api.mwater.co/v3/images/24c65002025d41c2873ad7d5a45cdcaa","-13.614968799999996","","10, 11, 09","Yes ","Area or Water Mechanic","14","2022-08-24 13:22:28","","Yes","34.9261839","Functional","","Yes"
"98623020","","No","https://api.mwater.co/v3/images/dd1b156e724e4fe2901e4f5fa524c3fa","-14.821770600000002","Broken parts, Worn out parts","","No","Unofficial/ Bush Mechanic, Community members","62","2022-08-24 13:22:53","","No","35.13555","Partially functional but in need of repair","","Yes"
"13652005","","No","https://api.mwater.co/v3/images/a832c10720e14f08892a11ee9d7b85bc","-13.616773300000002","Worn out parts","","Yes ","Area or Water Mechanic","16","2022-08-24 13:38:17","","No","34.920915","Partially functional but in need of repair","","Yes"
"8724904","","No","https://api.mwater.co/v3/images/cf829dd1982c4e8b898dc2169119e5c8","-13.628549999999997","","","Yes ","Area or Water Mechanic","56","2022-08-24 17:26:01","","No","34.904655","Functional","","Yes"
"34593659","","Yes","https://api.mwater.co/v3/images/92b7ff31b8ba458087ada3013b831e8b","-13.6012867","","","Yes ","Area or Water Mechanic","22","2022-08-24 17:27:23","","No","34.891105","Functional","Salinity or salty water","Yes"
"11024123","","No","https://api.mwater.co/v3/images/293ddfc4260e43278dd2bc51d55c64d4","-14.307543099999998","Structural problems - Civil works, apron, etc","","Yes ","Area or Water Mechanic","39","2022-08-25 06:34:47","","No","35.3984167","Partially functional but in need of repair","","Yes"
"36803217","","No","https://api.mwater.co/v3/images/b79427df2be74faab0248ff2f765745e","-14.311661700000002","","","Yes ","Area or Water Mechanic, Water Point Committee","41","2022-08-25 06:35:08","","No","35.39831","Functional","","Yes"
"36815096","","No","https://api.mwater.co/v3/images/1551532a691043bb9021f4aab246cff6","-14.3088313","","","Yes ","Water Point Committee","27","2022-08-25 06:58:09","","No","35.3956149","Functional","","Yes"
"23365577","","No","https://api.mwater.co/v3/images/6868d3e2449348beb5ec2a310cb03de7","-14.308124999999999","Broken parts, Worn out parts","","Yes ","Water Point Committee","37","2022-08-25 07:07:13","","No","35.39307","Partially functional but in need of repair","","Yes"
"384028135","","No","https://api.mwater.co/v3/images/3b41e17ec1d04a108bbd9930c1582ba1","-14.3086833","Worn out parts","","No","Institution","15","2022-08-25 07:07:53","","No","35.3941599","Partially functional but in need of repair","","Yes"
"36505519","","No","https://api.mwater.co/v3/images/585107b020204ab1b9ee3f18165223ed","-14.338455","Worn out parts","","Yes ","Area or Water Mechanic","40","2022-08-25 07:08:34","","No","35.400319999999994","Partially functional but in need of repair","","Yes"
"25183678","Sediments presence during rainy season ","Yes","https://api.mwater.co/v3/images/f54f3967aab24d03a39e95708f46815d","-14.8212478","Broken parts, Structural problems - Civil works, apron, etc, Worn out parts","","Yes ","Water Point Committee, Community members","25","2022-08-25 07:11:39","","No","35.16444490000001","Partially functional but in need of repair","Other (please specify)","Yes"
"25183692","","No","https://api.mwater.co/v3/images/e6074565bd714b8abef4048b51c3acb9","-14.818054099999998","Broken parts, Low water flow - Low water pressure, Structural problems - Civil works, apron, etc, Worn out parts","","Yes ","Area or Water Mechanic","32","2022-08-25 07:20:26","","No","35.1655397","Partially functional but in need of repair","","Yes"
"397584420","","Yes","https://api.mwater.co/v3/images/b899097705014067b7d88d837f531533","-14.820738300000002","Inadequate number of pipes, Low yield, Worn out parts","12, 11, 10, 09","Yes ","Unofficial/ Bush Mechanic","30","2022-08-25 07:23:21","","Yes","35.165138199999994","Partially functional but in need of repair","Sediment presence","Yes"
"411213305","","No","https://api.mwater.co/v3/images/8959cfd7793746d09963f38a89597ba3","-14.817152000000002","Newly constructed, Worn out parts","","Yes ","Community members","31","2022-08-25 07:30:38","","No","35.1664958","Partially functional but in need of repair","","Yes"
"29943692","","Yes","https://api.mwater.co/v3/images/0170b174e97d4ca59a9b29b3bef2592b","-13.699497299999999","Worn out parts, Low water flow - Low water pressure, Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee","52","2022-08-25 07:32:23","","No","34.9009082","Partially functional but in need of repair","Salinity or salty water","Yes"
"371785908","","No","https://api.mwater.co/v3/images/cbc82ad053a44658a156ac22a8eb9365","-14.307737600000003","","","Yes ","Area or Water Mechanic","85","2022-08-25 07:33:13","","No","35.39468279999999","Functional","","Yes"
"23367249","","No","https://api.mwater.co/v3/images/b882d7e2c8514308813964663e720fea","-14.306013299999996","","","Yes ","Area or Water Mechanic, Water Point Committee","52","2022-08-25 07:36:34","","No","35.3942933","Functional","","Yes"
"407682531","","No","https://api.mwater.co/v3/images/1f3d8868b37d4cec8a617f75b92d50fc","-14.7882369","","","No","NGO, Unofficial/ Bush Mechanic","34","2022-08-25 07:48:34","","No","35.1601413","Functional","","Yes"
"371785915","","No","https://api.mwater.co/v3/images/cf2988a50b7b4068a4f8c12a6f3c0f1f","-14.301244999999996","","","No","NGO","32","2022-08-25 07:52:57","","No","35.3942117","Functional","","Yes"
"29732904","","No","https://api.mwater.co/v3/images/468d45acb7e4494abcad73d5366500bb","-14.8238519","Structural problems - Civil works, apron, etc, Worn out parts, Broken parts","","Yes ","Unofficial/ Bush Mechanic","20","2022-08-25 07:53:52","","No","35.1686747","Partially functional but in need of repair","","Yes"
"9619302","","Yes","https://api.mwater.co/v3/images/8a9a25bed78944d29b11d281a2936925","-13.703435600000002","Broken parts, Worn out parts, Inadequate number of pipes","","Yes ","Area or Water Mechanic","96","2022-08-25 07:54:19","","No","34.89314439999999","Partially functional but in need of repair","Salinity or salty water","Yes"
"397584437","Sediments presence when used for long time nonstop ","Yes","https://api.mwater.co/v3/images/64cad0dd153d439f9e8bb3a65d12f4bb","-14.822324000000002","","","No","Unofficial/ Bush Mechanic","5","2022-08-25 07:54:20","","No","35.16511400000001","Functional","Other (please specify)","Yes"
"411213312","","No","https://api.mwater.co/v3/images/e796179dbe144980a1b3b0dcd3e0b398","-14.8185457","Structural problems - Civil works, apron, etc","","No","","25","2022-08-25 08:01:22","","No","35.1675212","Partially functional but in need of repair","","No"
"4701075","","No","https://api.mwater.co/v3/images/d388b82ac1f540528ed4429135837320","-14.3015867","Worn out parts","","Yes ","Area or Water Mechanic","29","2022-08-25 08:02:26","","No","35.39269329999999","Partially functional but in need of repair","","Yes"
"397584444","","No","https://api.mwater.co/v3/images/992d75d985aa4639af0ee18f6a148d6e","-14.826081","Worn out parts","","No","Unofficial/ Bush Mechanic","7","2022-08-25 08:06:16","","No","35.1688611","Partially functional but in need of repair","","Yes"
"409719503","","","https://api.mwater.co/v3/images/d64596c499ab4e29a31db56d7f369470","-14.855050900000002","Low yield, Broken parts, Worn out parts","","No","","","2022-08-25 08:07:00","","","35.22109993","Not functional","","No"
"409719486","","No","https://api.mwater.co/v3/images/6b25de8beba149ae9e68d040c69cc5f7","-14.856027080000002","","","Yes ","Area or Water Mechanic, Unofficial/ Bush Mechanic, Water Point Committee","27","2022-08-25 08:07:17","","No","35.22010075","Functional","","Yes"
"409719479","","No","https://api.mwater.co/v3/images/6122a00accee4918a45c883cae997aef","-14.856575699999997","","","No","Institution","25","2022-08-25 08:07:31","","No","35.22052215","Functional","","Yes"
"407682548","","No","https://api.mwater.co/v3/images/3f728200434e45c5b6bb67194e68906e","-14.7895255","","","Yes ","Water Point Committee","26","2022-08-25 08:09:05","","No","35.160134000000006","Functional","","Yes"
"409092680","","No","https://api.mwater.co/v3/images/4fece3b4512643c0b823d5a10c37990a","-14.798326189999994","Broken parts","","Yes ","NGO, Water Point Committee","30","2022-08-25 08:10:04","","No","35.15776496","Partially functional but in need of repair","","Yes"
"409092635","","No","https://api.mwater.co/v3/images/28fd16723b8f436c8bfe8fbeb58b0bdf","-14.798339080000002","Low yield, Low water flow - Low water pressure","","Yes ","Water Point Committee, Community members, NGO","20","2022-08-25 08:10:32","","No","35.16131091","Partially functional but in need of repair","","Yes"
"32465545","","No","https://api.mwater.co/v3/images/628937cb5639455f9491eb9473c30dfc","-14.815486600000002","Structural problems - Civil works, apron, etc, Worn out parts","","No","Institution, Area or Water Mechanic","3","2022-08-25 08:19:50","","No","35.16632559999999","Partially functional but in need of repair","","Yes"
"409092697","","No","https://api.mwater.co/v3/images/4217238055ae41e88d51031e07e226b4","-14.797499070000002","Broken parts, Worn out parts","10","Yes ","Water Point Committee, Community members, NGO","30","2022-08-25 08:22:35","","Yes","35.15624156","Partially functional but in need of repair","","Yes"
"409092659","","No","https://api.mwater.co/v3/images/d728eb8985c74f18917d503c0b44a6b2","-14.7978352","Other (please specify), Inadequate number of pipes","","Yes ","Unofficial/ Bush Mechanic, Water Point Committee","50","2022-08-25 08:28:16","Pin plunger,1 rod","No","35.16016651","Partially functional but in need of repair","","Yes"
"30740347","","Yes","https://api.mwater.co/v3/images/f9ff76b6124747399fe500783afd0dfc","-13.702678799999996","Broken parts, Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Area or Water Mechanic","100","2022-08-25 08:31:39","","No","34.8975263","Partially functional but in need of repair","Salinity or salty water","Yes"
"409092707","","No","https://api.mwater.co/v3/images/dcabf76f48124cd8978686e48fe0f879","-14.798977109999997","Low yield","","Yes ","Water Point Committee, Community members","19","2022-08-25 08:39:37","","No","35.1600629","Partially functional but in need of repair","","Yes"
"409719462","","No","https://api.mwater.co/v3/images/f08d596e9a8b4eb683ba03a641201d30","-14.85778005","Broken parts, Worn out parts","","Yes ","Unofficial/ Bush Mechanic, Area or Water Mechanic, Water Point Committee","32","2022-08-25 08:40:12","","No","35.22063432","Partially functional but in need of repair","","Yes"
"409719455","","No","https://api.mwater.co/v3/images/29e6ce0a177d4bc29d47ea7053435960","-14.8568798","Broken parts, Worn out parts","","No","","22","2022-08-25 08:41:28","","No","35.21952643","Partially functional but in need of repair","","No"
"409003444","","Yes","https://api.mwater.co/v3/images/d00d19bc5d6245b28d5f019fc315e69b","-14.83235873","Low yield, Worn out parts","06, 07, 08, 09, 10","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","25","2022-08-25 08:44:17","","Yes","35.250744069999996","Partially functional but in need of repair","Salinity or salty water","Yes"
"371785922","","No","https://api.mwater.co/v3/images/08cb5183760142a281ac094bc9e56115","-14.30693","Other (please specify), Low yield, Irregular supply, Low water flow - Low water pressure","01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12","Yes ","Institution","18","2022-08-25 08:46:11","The depth  is not enough hence when drawing water they normally wait after one bucket  thus 20 litres.","Yes","35.3970594","Partially functional but in need of repair","","Yes"
"407682562","","Yes","https://api.mwater.co/v3/images/85fca695c9d14ed09a037c531f7d5444","-14.7871717","","","No","Don't know","12","2022-08-25 08:47:55","","No","35.1555531","Functional","Turbidity or cloudy water ","Yes"
"409003451","","","https://api.mwater.co/v3/images/e0008b277a5d4a71a54cb851fdd7a63b","-14.827741669999996","Worn out parts","","No","Community members","","2022-08-25 08:58:41","","","35.25807458999999","Not functional","","Yes"
"411213343","","Yes","https://api.mwater.co/v3/images/254bf688195e46b090944402e9beb04a","-14.8128437","Newly constructed, Worn out parts","","No","Area or Water Mechanic","9","2022-08-25 08:59:37","","No","35.1657801","Partially functional but in need of repair","Turbidity or cloudy water ","Yes"
"25183300","","Yes","https://api.mwater.co/v3/images/115464c942e84b60823dd457552373aa","-14.796064180000002","Broken parts, Worn out parts","","Yes ","Water Point Committee","30","2022-08-25 09:01:15","","No","35.16035012999999","Partially functional but in need of repair","Salinity or salty water","Yes"
"407682579","","No","https://api.mwater.co/v3/images/eec626a919db4f2babe57bbb83de2c15","-14.788255300000001","Broken parts, Inadequate number of pipes, Structural problems - Civil works, apron, etc, Worn out parts, Other (please specify)","","No","Water Point Committee","11","2022-08-25 09:01:21","Foot valvend has 2 legs only, and the cylinder collapsed they are just using pipes only","No","35.1577166","Partially functional but in need of repair","","Yes"
"31954936","","No","https://api.mwater.co/v3/images/d47f04a23b0e4bfb978ef53fcb83d2df","-13.701589699999996","Inadequate number of pipes, Worn out parts","","Yes ","Area or Water Mechanic","63","2022-08-25 09:03:28","","No","34.8978826","Partially functional but in need of repair","","Yes"
"409092714","","Yes","https://api.mwater.co/v3/images/1b4ddbf82df14ac0ba8b2709b906e0f5","-14.79642157","Structural problems - Civil works, apron, etc, Low yield, Worn out parts","","Yes ","Water Point Committee, Community members","19","2022-08-25 09:10:33","","Don't know","35.16232957","Partially functional but in need of repair","Salinity or salty water","Yes"
"407682593","","No","https://api.mwater.co/v3/images/cecbf37afbe348d493fa29c5fab45ed7","-14.790463699999995","","","No","Unofficial/ Bush Mechanic","12","2022-08-25 09:13:14","","No","35.1579233","Functional","","Yes"
"408980041","","","https://api.mwater.co/v3/images/fd319c98fe634858976b20da44a1c8c9","-14.8120672","Newly constructed, Other (please specify)","","No","Politician","","2022-08-25 09:14:18","The bore hole is not providing water since it was drilled.","","35.2688131","Not functional","","Yes"
"322517","","No","https://api.mwater.co/v3/images/a112ef1c8e174c138c0593f065e536e9","-14.826071869999998","Worn out parts","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","175","2022-08-25 09:15:51","","No","35.26217818999999","Partially functional but in need of repair","","Yes"
"25183290","","Yes","https://api.mwater.co/v3/images/99bfc3091a4e47c0937b79cadb5270d6","-14.799316099999999","Broken parts","","Yes ","Community members, Institution","60","2022-08-25 09:22:17","","No","35.16156407","Partially functional but in need of repair","Salinity or salty water","Yes"
"407682603","","No","https://api.mwater.co/v3/images/9303d97a2c0e41dd98687a86d6ff8ac3","-14.792606399999999","","","Yes ","","23","2022-08-25 09:27:37","","No","35.15564489999999","Functional","","No"
"411213350","","Yes","https://api.mwater.co/v3/images/2c0a269da9414e8d83ac174a8a2ab910","-14.810110599999996","Newly constructed, Irregular supply, Other (please specify)","","No","Area or Water Mechanic","8","2022-08-25 09:30:45","Sometimes the water flowing is sand","No","35.1642524","Partially functional but in need of repair","Turbidity or cloudy water ","Yes"
"409092721","","No","https://api.mwater.co/v3/images/6d83d0aa2c6f433db29abb056e721fde","-14.80092538","Broken parts","","Yes ","Owner / Private household","10","2022-08-25 09:35:59","","No","35.16025849999999","Partially functional but in need of repair","","Yes"
"407682627","","No","https://api.mwater.co/v3/images/5a2f5fe76bcb469cb1d5dc79a73c3474","-14.7926261","","","Yes ","Water Point Committee","15","2022-08-25 09:42:08","","No","35.1582806","Functional","","Yes"
"409092738","","No","https://api.mwater.co/v3/images/8067e31e96e24a7b92558b680bbe9868","-14.80162666","","10","Yes ","Owner / Private household","4","2022-08-25 09:48:09","","Yes","35.16101794","Functional","","Yes"
"407682634","","No","https://api.mwater.co/v3/images/efa949c5ce364fedb9ad6da4fdd86924","-14.794293899999996","","","No","Unofficial/ Bush Mechanic","10","2022-08-25 09:49:49","","No","35.1581521","Functional","","Yes"
"14380958","","","https://api.mwater.co/v3/images/0c626f6799434908bfd14197a3c1c620","-13.702663900000001","","","No","","","2022-08-25 09:54:03","","","34.8954925","No longer exists or abandoned","","No"
"409003475","","Yes","https://api.mwater.co/v3/images/8d216245305543f0bca718d2d7d584d0","-14.81359732","Worn out parts","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","47","2022-08-25 09:54:07","","No","35.25867492999999","Partially functional but in need of repair","Salinity or salty water","Yes"
"409092745","","No","https://api.mwater.co/v3/images/802686ba455748309c3dcfbd99cd16c2","-14.80325232","Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee, Community members","20","2022-08-25 09:56:56","","No","35.16048164","Partially functional but in need of repair","","Yes"
"328991","","No","https://api.mwater.co/v3/images/defe6236fe864df7b42b1a4756176b4c","-14.8181539","Broken parts, Inadequate number of pipes, Worn out parts","","Yes ","Water Point Committee","300","2022-08-25 10:07:23","","No","35.2719136","Partially functional but in need of repair","","Yes"
"409003482","","","https://api.mwater.co/v3/images/f7a5148cb5ce4bb498da53c20be00aca","-14.816966940000002","","","No","","","2022-08-25 10:07:28","","","35.25585957","No longer exists or abandoned","","No"
"128169535","","Yes","https://api.mwater.co/v3/images/2056c4923b2549248b0731cebbbd85fc","-14.82237524","","","Yes ","Water Point Committee","56","2022-08-25 10:08:01","","Don't know","35.26730378999999","Functional","Salinity or salty water","Yes"
"409092752","","No","https://api.mwater.co/v3/images/aa5fbf32a3f64f09a7760b6b52ae6485","-14.805697659999996","Structural problems - Civil works, apron, etc","10","Yes ","Water Point Committee, Community members","30","2022-08-25 10:09:27","","Yes","35.16317053","Partially functional but in need of repair","","Yes"
"29414635","","No","https://api.mwater.co/v3/images/2d3e92dddf6742908e269500f95c6185","-13.6913579","","","Yes ","Unofficial/ Bush Mechanic","38","2022-08-25 10:11:18","","No","34.968714","Functional","","Yes"
"412051681","","No","https://api.mwater.co/v3/images/190c2992e28e4ce18ac6c8499dc7d6f4","-13.6917617","","","Yes ","Unofficial/ Bush Mechanic","30","2022-08-25 10:11:32","","No","34.9648417","Functional","","Yes"
"412051612","","No","https://api.mwater.co/v3/images/da2cfbc6d44d40db8b887097f4c9a437","-13.6915012","","","Yes ","Unofficial/ Bush Mechanic","15","2022-08-25 10:11:45","","No","34.93949169999999","Functional","","Yes"
"37768119","","No","https://api.mwater.co/v3/images/2fcc6f1786f04573b86663fdcc1cb783","-13.6944573","Low water flow - Low water pressure, Worn out parts","","Yes ","Unofficial/ Bush Mechanic","41","2022-08-25 10:11:56","","No","34.9577085","Partially functional but in need of repair","","Yes"
"55812618","","No","https://api.mwater.co/v3/images/121595a3b21d479cb8357cc55735afc8","-13.637941","","","Yes ","Unofficial/ Bush Mechanic","11","2022-08-25 10:12:11","","No","34.95749409999999","Functional","","Yes"
"8723226","","No","https://api.mwater.co/v3/images/f281c41a728f4ce884c5e517eb7b9b46","-13.6889917","Broken parts","","Yes ","Unofficial/ Bush Mechanic","200","2022-08-25 10:12:44","","No","34.949054999999994","Partially functional but in need of repair","","Yes"
"409003286","","Yes","https://api.mwater.co/v3/images/820ca4257b3643c99ebe56453b931fe0","-14.817523660000003","Low yield","09","Yes ","Community members, Water Point Committee","50","2022-08-25 10:12:52","","Yes","35.25405926","Partially functional but in need of repair","Salinity or salty water","Yes"
